,x,y,EC_0.10,EC_0.20,EC_0.30,EC_0.40,EC_0.50,EC_0.60,EC_0.70,EC_0.80,EC_0.90,EC_1.00,EC_1.10,EC_1.20,EC_1.30,EC_1.40,EC_1.50,EC_1.60,EC_1.70,EC_1.80,EC_1.90,EC_2.00,EC_end,pos
13,107744.0321,183330.2499,11.057436524794605,19.11024479393812,31.427537874108847,44.562695117578286,56.56052777194738,66.55750002267762,74.31132007692612,79.89691270299858,83.52720324089599,85.46405705141535,85.96980806572172,85.28683728251514,83.6290511106745,81.18243843800197,78.10471138157651,74.52967042491045,70.56858622922371,66.31152692316887,61.833349195041286,57.19517049296635,52.44857740019758,11.86566661
14,107744.8642,183329.0316,10.792526467313015,18.75462057241073,30.843431485067736,43.65199207438007,55.28921127954429,64.94970468018161,72.43310860949379,77.83562410286329,81.3798309262347,83.32429695402848,83.92554586250354,83.41853577760983,82.01147247470819,79.87930475345536,77.1672638686258,73.99722836233416,70.47244766497624,66.67885070715772,62.68643326599531,58.55041544761079,54.31434296184345,13.34107593
15,107744.9025,183328.9748,10.84432141695622,18.614824118449924,30.48695223011351,43.13743194104095,54.68884784275232,64.33499478514075,71.85360011002658,77.32802297849113,80.96613485582559,83.01887684034901,83.73670704626676,83.34809754307037,82.05826642681538,80.0386535213716,77.43562158845832,74.37097174583994,70.94786399775339,67.2509815475115,63.34848543546711,59.297856223672134,55.14247505931721,13.40953368
16,107744.9599,183328.8897,10.960571714105855,18.563624864677475,30.261191591712926,42.794727488119044,54.30187264055309,63.95628934400944,71.52276825745611,77.06285464487404,80.77225982105615,82.89504281128113,83.67456378172737,83.3395915492731,82.08932733829256,80.09793298120566,77.51496392462842,74.46239836269261,71.04169354493553,67.33351444474809,63.411979079635515,59.333706438991946,55.14334234819804,13.51217919
17,107745.0172,183328.8047,11.16669994729132,18.49290913565049,29.866358946045725,42.14299590711634,53.492487506635335,63.08319120324303,70.66461144035407,76.27870784226208,80.10713694188571,82.37557649699157,83.31907797515643,83.15932783595976,82.09160254703214,80.28365275493073,77.88284994863619,75.00582316171374,71.76026518462254,68.22517686961329,64.46563419554388,60.547402930890776,56.51075025973325,13.61468987
18,107745.0934,183328.6915,10.70883569145268,18.127379584652314,29.605408544428403,41.97107519666265,53.395110003714336,63.05003475076377,70.6886033715233,76.35618563816466,80.23611004280346,82.56034592193737,83.56484813005748,83.47181723973519,82.47283095453147,80.73894808966521,78.41096710775875,75.61262670128708,72.44727434660771,68.99713787402057,65.32707791964289,61.4947135295245,57.5438500667106,13.75118261
19,107745.1692,183328.5784,10.178714960413958,17.71236373275659,29.39373376239532,41.97515757718916,53.58381506678897,63.377730558271864,71.11083508658223,76.83178866734124,80.73751123262485,83.05982337627366,84.04168324602612,83.9049408048544,82.85222261528583,81.0573194674622,78.67016812462774,75.81064216243571,72.57321834718745,69.04321104486073,65.29486689806568,61.38699368824869,57.362663634674284,13.8873376
20,107745.2729,183328.4227,9.580116011406826,17.136521293890084,28.867349078077098,41.51170563892986,53.188339788233094,63.05443022699912,70.86857913939473,76.68086119043454,80.69022410279858,83.12854900981037,84.2394577308071,84.2459598066764,83.34708974787357,81.71584817254528,79.49707204719832,76.80990108061289,73.75264111612657,70.40857586961624,66.8464873709331,63.126713989519516,59.29095778145553,14.07442788
21,107745.3904,183328.2455,9.819772016921343,17.39571531103159,29.04330202220932,41.510007803390515,52.96493473136249,62.61378672783954,70.24623015470989,75.93232513204228,79.87293570256304,82.3071178503703,83.47110255602712,83.58545867008246,82.83855006152353,81.39628031285056,79.39943061800527,76.96235944874203,74.17870771812142,71.12173888391398,67.86179059165815,64.45439240361182,60.93728703749174,14.28705304
22,107745.5145,183328.0578,11.548384749450557,18.926280514634527,30.214522201561973,42.261461575834105,53.30436398008488,62.58788388572272,69.91733333833027,75.36926948720615,79.13748056697904,81.45414801491034,82.55204860670625,82.63929580591748,81.89863354563892,80.4856411370309,78.53681897311424,76.16023724594933,73.45097865850792,70.48621040252107,67.32962705094542,64.03108605281676,60.6324454942868,14.5120241
23,107745.6618,183327.8343,13.591206507569321,20.673347459571957,31.49653932198856,43.01143427551536,53.525251293203276,62.32047312941392,69.22189559948355,74.31628059047009,77.80101161141022,79.90032672110867,80.83592072453604,80.80959221176838,79.99853847335936,78.55353929902526,76.59982531428618,74.24388134696125,71.57712305477176,68.66984341780385,65.58406745242837,62.36460779157712,59.055988866302805,14.77971508
24,107745.9039,183327.4662,18.20541687433697,24.86168720413034,35.08106660021833,45.95929842019333,55.850357077997636,64.04997440720726,70.3693814790002,74.89073557791608,77.79841780764785,79.31681625916445,79.66925161743674,79.05810273866477,77.66806290250098,75.64986741937533,73.12840340932043,70.21032896886481,66.9817243076368,63.52224575918761,59.8884681358919,56.13421086142654,52.299891839557944,15.22028235
25,107745.9738,183327.3598,18.63173217343764,25.576439164275445,36.07684775389791,47.09809113105479,56.99073484786207,65.079319420349,71.22280501489722,75.53593354713841,78.22676939765931,79.53911224475553,79.6969203633599,78.91104264637167,77.36275176531427,75.20432212182538,72.56410952082217,69.54484495091077,66.23733005889179,62.70822887564188,59.01926281675387,55.2159066660182,51.340272536031584,15.34757694
26,107745.9938,183327.3293,17.2429493814743,24.761327826662217,36.14698258145569,48.121751340521676,58.87822061684296,67.66440037964554,74.30850525871163,78.92071393071329,81.7260175827845,82.98747502217009,82.95793971060304,81.86752050512462,79.91916829867968,77.2833790844571,74.10276763521416,70.49614038284606,66.56230807445563,62.381680155745336,58.02402845573302,53.54001455295143,48.977253165058976,15.38405255
