x,y,EC_0.10,EC_0.20,EC_0.30,EC_0.40,EC_0.50,EC_0.60,EC_0.70,EC_0.80,EC_0.90,EC_1.00,EC_1.10,EC_1.20,EC_1.30,EC_1.40,EC_1.50,EC_1.60,EC_1.70,EC_1.80,EC_1.90,EC_2.00,EC_end,pos
107751.5436,183318.8951,11.206648695731076,20.428446360844514,34.092943847434455,48.375953238417345,61.20198430901193,71.69155302799672,79.62061409624206,85.08803878840948,88.3348745970306,89.64735732047085,89.31064252985342,87.5894708465576,84.71417525938044,80.88231887652289,76.2648897566097,71.00564740213726,65.2237098583972,59.023617800386084,52.487556608021904,45.685711737851975,38.676980586981514,25.48048869
107751.6921,183318.6764,8.527481489953203,18.04601861872745,32.20889822496778,47.089496836904765,60.53124967235115,71.59765541934806,80.0309869340405,85.91270400717335,89.474174431504,91.00278877321615,90.79282580085008,89.11715573627126,86.21856342905227,82.30606949719072,77.5575378625159,72.12295511000058,66.13029822970523,59.68564557755989,52.87413710609233,45.77019936892056,38.43775568192275,25.74488337
107751.8794,183318.402,6.145618609110151,15.449419280461353,29.498597189199767,44.40245226904492,57.97418160220956,69.2364085789327,77.89978523730068,84.03184545895877,87.85881966981337,89.66117473765445,89.72542518771327,88.3172264442791,85.6761365413745,82.01173074200288,77.4996975428549,72.29531184587641,66.52177162520113,60.28235348997621,53.67119873227991,46.76337314188433,39.61821455476418,26.07705981
107752.0728,183318.1198,5.908602032082519,14.53862335119957,27.696747344915906,41.76104093499477,54.662881580886484,65.46246985202819,73.87127959287253,79.93210763398113,83.84190382349274,85.85666837104667,86.23739481441868,85.2312271138451,83.05443585351048,79.9014732804842,75.94127817862918,71.31884373434973,66.15085673125141,60.53815184633637,54.56551744839042,48.30013978957854,41.8048540830709,26.41921618
107752.2964,183317.7946,6.531288377514435,14.422259773441635,26.499221387115085,39.4522849809493,51.38283162780968,61.4265380987044,69.31054221168041,75.06909187898457,78.87654608297595,80.96196819948287,81.56020786939156,80.8951418520709,79.16614622727914,76.55081676203525,73.19865892266097,69.2377235825451,64.77363317881061,59.898353186454095,54.69014003946128,49.21567792230981,43.526897342745585,26.81390415
107752.529,183317.4578,7.042188169784631,14.415573471794431,25.63374522712382,37.60072477911385,48.57511922991329,57.787659186119775,65.0150724650964,70.31101795325672,73.84944920003446,75.84558336925055,76.52217909266773,76.07981982541168,74.69990997577072,72.53956121710038,69.73421720329888,66.39839578204275,62.629878216217016,58.50403175062364,54.090205246088495,49.44105498296296,44.604512779935924,27.22314664
107752.7195,183317.1831,7.9336548663255035,14.890393372053651,25.141081483847334,35.77671931150322,45.29187530409482,53.10354347471569,59.11442710778322,63.44578826349545,66.29963934347677,67.89672621993013,68.44393741123,68.12391014571108,67.09490415363138,65.48515009358046,63.40463878777019,60.9430780615376,58.17407212989554,55.15820419255074,51.94413934253091,48.57713737920811,45.0888373273334,27.55749803
107752.8912,183316.9365,7.507595579391637,13.991601640651412,23.599314472591907,33.61249323919817,42.612782915144265,50.04832782162529,55.81997149938274,60.0347299268666,62.87960202985875,64.55617688658056,65.2548721040434,65.14202257566288,64.35965758315753,63.03101494884822,61.25803289796647,59.1265676903247,56.70459445081944,54.049238164179506,51.208623795604254,48.217344326230574,45.1084462450588,27.85798404
107752.9755,183316.8159,8.160541313585062,13.7598578641698,22.375371688738415,31.661424562671655,40.280143115515614,47.63005450249594,53.528840526576275,58.00542931715087,61.18319102959331,63.21847709375525,64.27123940635576,64.48865258691804,64.00440653105782,62.934381194231214,61.377287532872636,59.419103093791755,57.12840360316385,54.56150328369062,51.76821834849511,48.79246833541382,45.671199133284624,28.00511073
107753.1796,183316.5252,7.875717005015524,13.016099092408076,21.005717066099365,29.681376037103785,37.790631139048486,44.76328316833597,50.417701017505095,54.77080387278296,57.92817593921795,60.0283819428099,61.21564544763333,61.62584847840445,61.38209605048452,60.58910778675759,59.33741910718064,57.703869776831446,55.75379733066146,53.54649991056995,51.12424019564248,48.52580772804723,45.7835904933096,28.3603036
107753.3856,183316.2336,6.429087271462072,11.345274062303428,19.025120140937062,27.366747707369644,35.16454549055527,41.88089269783119,47.355059905750124,51.61311898133661,54.76219878236491,56.937374209983055,58.275091095476796,58.903067399695466,58.93428271126872,58.463834599251214,57.57585017320039,56.341456830296316,54.821909470669446,53.066533569839514,51.11889784488612,49.01144208377949,46.77276726094379,28.71732416
